name,date,title,content
배수연,2023-01-26,2022 학기말 수업시수 조정에 따른 방과후학교 시간표 변경안내,2022 학기말 수업시수 조정에 따른 방과후학교 시간표 변경 안내 입니다.
배수연,2022-12-23,신입생 입학 안내자료,신입생 입학 안내자료 입니다.
배수연,2022-12-23,2023학년도 신입생 교육급여 및 교육비 지원 안내 교육통신문,2023학년도 신입생 교육급여 및 교육비 지원 안내 교육통신문 입니다.
배수연,2022-12-23,2023학년도 신입생 학사관리를 위한 개인정보 수집?이용 동의 안내 교육통신문,2023학년도 신입생 학사관리를 위한 개인정보 수집·이용 동의 안내 교육통신문 입니다.
배수연,2022-12-23,2023학년도 1학년 신입생 E-알리미 교육통신문,"2023학년도 1학년 신입생 E-알리미 서비스사용 정보제공 동의 및 가입 안내 교육통신문
입니다. "
배수연,2023-04-19,2023학년도 초등교외체험학습 안내(신설 항목 추가),2023학년도 초등교외체험학습 안내 (신설 항목 추가)입니다.
배수연,2023-03-09,2023학년도 방과후학교 다자녀 지원 안내,
배수연,2023-03-08,2023 학생출결처리 지침 안내,
배수연,2022-12-15,2022년도 겨울방학 중 급식지원 신청 안내서,2022년도 겨울방학 중 급식지원 신청 안내서 가정통신문 입니다.
배수연,2022-12-15,2023학년도 1학기 농촌유학 모집 안내,2023학년도 1학기 농촌유학 모집 안내 가정통신문 입니다.
배수연,2022-12-15,2022 방과후학교 겨울방학 특강,2022 방과후학교 겨울방학 특강 가정통신문 안내 입니다.
배수연,2022-12-15,"12월에는 전열기 화재 안전, 개인형 이동장치 안전에 주의하세요!","12월에는 전열기 화재 안전, 개인형 이동장치 안전에 주의하세요!
가정통신문 안내입니다."
배수연,2022-12-12,서울대현초등학교 학교규칙 공포 시행 안내,서울대현초등학교 학교규칙 공포 시행 안내 가정통신문 안내입니다.
배수연,2022-12-02,2022학년도 졸업앨범 구입 수요조사 및 대금 납부 안내,2022학년도 졸업앨범 구입 수요조사 및 대금 납부 안내 가정통신문 입니다.
배수연,2022-12-02,2022년 12월~2023 2월 학교급식 안내,2022년 12월~2023 2월 학교급식 안내 가정통신문 입니다.
배수연,2022-12-02,2022학년도 서울대현초등학교 학교 규칙 개정안 발의 안내,2022학년도 서울대현초등학교 학교 규칙 개정안 발의 안내 가정통신문 입니다.
배수연,2022-12-02,마음방역(우리집 가족놀이) 12월 신청 안내,마음방역(우리집 가족놀이) 12월 신청 안내 가정통신문 입니다.
배수연,2022-11-28,2023 학교교육계획 수립을 위한 학부모 설문조사 참여 안내,https://forms.gle/Tw6kczFctBTsu8i56
배수연,2023-04-19,2023학년도 초등교외체험학습 안내(신설 항목 추가),2023학년도 초등교외체험학습 안내 (신설 항목 추가)입니다.
배수연,2023-03-09,2023학년도 방과후학교 다자녀 지원 안내,
배수연,2023-03-08,2023 학생출결처리 지침 안내,
배수연,2022-11-23,2022 2학년 2학기 진로현장체험학습비 정산내역 안내,2022 2학년 2학기 진로현장체험학습비 정산내역 안내 가정통신문 안내 입니다.
배수연,2022-11-21,2022 입학준비금 온라인 만족도 조사 안내,2022 입학준비금 온라인 만족도 조사 안내 가정통신문 입니다.
배수연,2022-11-21,2022 4학년 2학기 진로현장체험학습비 정산 내역 안내,2022 4학년 2학기 진로현장체험학습비 정산 내역 안내 가정통신문 입니다.
배수연,2022-11-21,2022학년도 3기 방과후학교 만족도 및 방과후 수요조사 실시,2022학년도 3기 방과후학교 만족도 및 방과후 수요조사 실시 가정통신문 안내 입니다.
배수연,2022-11-18,하반기 서울특별시교육청 서울진로진학정보센터 안내,하반기 서울특별시교육청 서울진로진학정보센터 안내 가정통신문 입니다.
배수연,2022-11-18,2022 1학년 2학기 진로현장체험학습비 정산 내역 안내,2022 1학년 2학기 진로현장체험학습비 정산 내역 안내 가정통신문 입니다.
배수연,2022-11-18,대학수학능력시험 시행일 등교시간 변경 안내,대학수학능력시험 시행일 등교시간 변경 안내 가정통신문 입니다.
배수연,2022-11-18,2022 IDEA FACTORY 아올(대청중 메이커 스페이스)강남구 초등학생 프로그램 6기 안내,"2022 IDEA FACTORY 아올(대청중 메이커 스페이스)강남구 초등학생 프로그램 6기 안내

가정통신문 입니다."
배수연,2022-11-18,2022 3학년 2학기 진로현장체험학습비 정산 내역 안내,2022 3학년 2학기 진로현장체험학습비 정산 내역 안내 가정통신문 입니다.
배수연,2022-11-18,가족과 함께하는 메이커 아뜰리에 신청 안내,가족과 함께하는 메이커 아뜰리에 신청 안내 가정통신문 입니다.
